Date, Cityname, Citycode, Provincename, Number,weekday,month,day
2020-04-01, Tilburg,855, North Brabant,119,Wednesday,4,1
2020-04-01, Waalre,866, North Brabant,1,Wednesday,4,1
2020-04-01, Vught,865, North Brabant,24,Wednesday,4,1
2020-04-01, Veldhoven,861, North Brabant,8,Wednesday,4,1
2020-04-01, Valkenswaard,858, North Brabant,8,Wednesday,4,1
2020-04-01, Uden,856, North Brabant,73,Wednesday,4,1
2020-04-01, Waterland,852, North Holland,8,Wednesday,4,1
2020-04-01, Oirschot,823, North Brabant,6,Wednesday,4,1
2020-04-01, Son en Breugel,848, North Brabant,18,Wednesday,4,1
2020-04-01, Someren,847, North Brabant,13,Wednesday,4,1
2020-04-01, Sint-Michielsgestel,845, North Brabant,14,Wednesday,4,1
2020-04-01, Rucphen,840, North Brabant,4,Wednesday,4,1
2020-04-01, Oss,828, North Brabant,78,Wednesday,4,1
2020-04-01, Oosterhout,826, North Brabant,24,Wednesday,4,1
2020-04-01, Oisterwijk,824, North Brabant,10,Wednesday,4,1
2020-04-01, Woensdrecht,873, North Brabant,4,Wednesday,4,1
2020-04-01, Steenbergen,851, North Brabant,7,Wednesday,4,1
2020-04-01, Zundert,879, North Brabant,13,Wednesday,4,1
2020-04-01, Weert,988, Limburg,30,Wednesday,4,1
2020-04-01, Landgraaf,882, Limburg,7,Wednesday,4,1
"2020-04-01,"" """"Nuenen Gerwen and Nederwetten"""""",820,Noord-Brabant,9,Wednesday,4,1"
2020-04-01, Voerendaal,986, Limburg,2,Wednesday,4,1
2020-04-01, Venray,984, Limburg,22,Wednesday,4,1
2020-04-01, Venlo,983, Limburg,66,Wednesday,4,1
2020-04-01, Vaals,981, Limburg,2,Wednesday,4,1
2020-04-01, Stein,971, Limburg,11,Wednesday,4,1
2020-04-01, Simpelveld,965, Limburg,2,Wednesday,4,1
2020-04-01, Roermond,957, Limburg,30,Wednesday,4,1
2020-04-01, Wormerland,880, North Holland,9,Wednesday,4,1
2020-04-01, Nederweert,946, Limburg,24,Wednesday,4,1
2020-04-01, Meerssen,938, Limburg,3,Wednesday,4,1
2020-04-01, Maastricht,935, Limburg,26,Wednesday,4,1
2020-04-01, Kerkrade,928, Limburg,10,Wednesday,4,1
2020-04-01, Heerlen,917, Limburg,26,Wednesday,4,1
2020-04-01, Gennep,907, Limburg,11,Wednesday,4,1
2020-04-01, Brunssum,899, Limburg,9,Wednesday,4,1
2020-04-01, Bergen (L.),893, Limburg,3,Wednesday,4,1
2020-04-01, Beesel,889, Limburg,10,Wednesday,4,1
2020-04-01, Mook and Middelaar,944, Limburg,3,Wednesday,4,1
2020-04-01, Mill and Sint Hubert,815, North Brabant,6,Wednesday,4,1
2020-04-01, Wassenaar,629, South Holland,2,Wednesday,4,1
2020-04-01, Hilvarenbeek,798, North Brabant,5,Wednesday,4,1
2020-04-01, Tytsjerksteradiel,737, Friesland,1,Wednesday,4,1
2020-04-01, De Ronde Venen,736, Utrecht,12,Wednesday,4,1
2020-04-01, Vlissingen,718, Zeeland,6,Wednesday,4,1
2020-04-01, Veere,717, Zeeland,3,Wednesday,4,1
2020-04-01, Tholen,716, Zeeland,23,Wednesday,4,1
2020-04-01, Terneuzen,715, Zeeland,13,Wednesday,4,1
2020-04-01, Reimerswaal,703, Zeeland,4,Wednesday,4,1
2020-04-01, Middelburg,687, Zeeland,12,Wednesday,4,1
2020-04-01, Asten,743, North Brabant,5,Wednesday,4,1
2020-04-01, Kapelle,678, Zeeland,1,Wednesday,4,1
2020-04-01, West Maas and Waal,668, Gelderland,9,Wednesday,4,1
2020-04-01, Goes,664, Zeeland,6,Wednesday,4,1
2020-04-01, Borsele,654, Zeeland,3,Wednesday,4,1
2020-04-01, Zwijndrecht,642, South Holland,9,Wednesday,4,1
2020-04-01, Zoeterwoude,638, South Holland,2,Wednesday,4,1
2020-04-01, Zoetermeer,637, South Holland,22,Wednesday,4,1
2020-04-01, Woerden,632, Utrecht,25,Wednesday,4,1
2020-04-01, Valkenburg aan de Geul,994, Limburg,2,Wednesday,4,1
2020-04-01, Hulst,677, Zeeland,4,Wednesday,4,1
2020-04-01, Loon op Zand,809, North Brabant,15,Wednesday,4,1
2020-04-01, Baarle-Nassau,744, North Brabant,1,Wednesday,4,1
2020-04-01, Best,753, North Brabant,19,Wednesday,4,1
2020-04-01, Heusden,797, North Brabant,25,Wednesday,4,1
2020-04-01, 's-Hertogenbosch,796, North Brabant,69,Wednesday,4,1
2020-04-01, Helmond,794, North Brabant,38,Wednesday,4,1
2020-04-01, Haaren,788, North Brabant,14,Wednesday,4,1
2020-04-01, Grave,786, North Brabant,10,Wednesday,4,1
2020-04-01, Goirle,785, North Brabant,17,Wednesday,4,1
2020-04-01, Gilze and Rijen,784, North Brabant,13,Wednesday,4,1
2020-04-01, Geertruidenberg,779, North Brabant,7,Wednesday,4,1
2020-04-01, Bergen op Zoom,748, North Brabant,13,Wednesday,4,1
2020-04-01, Etten-Leur,777, North Brabant,23,Wednesday,4,1
2020-04-01, Eersel,770, North Brabant,13,Wednesday,4,1
2020-04-01, Dongen,766, North Brabant,7,Wednesday,4,1
2020-04-01, Pekela,765, Groningen,4,Wednesday,4,1
2020-04-01, Deurne,762, North Brabant,37,Wednesday,4,1
2020-04-01, Breda,758, North Brabant,118,Wednesday,4,1
2020-04-01, Boxtel,757, North Brabant,9,Wednesday,4,1
2020-04-01, Boxmeer,756, North Brabant,10,Wednesday,4,1
2020-04-01, Boekel,755, North Brabant,23,Wednesday,4,1
2020-04-01, Eindhoven,772, North Brabant,62,Wednesday,4,1
2020-04-01, Lelystad,995, Flevoland,25,Wednesday,4,1
2020-04-01, Molenlanden,1978, South Holland,10,Wednesday,4,1
2020-04-01, Oude IJsselstreek,1509, Gelderland,2,Wednesday,4,1
2020-04-01, Hollands Kroon,1911, North Holland,20,Wednesday,4,1
2020-04-01, Stichtse Vecht,1904, Utrecht,16,Wednesday,4,1
2020-04-01, Eijsden-Margraten,1903, Limburg,6,Wednesday,4,1
2020-04-01, Bodegraven-Reeuwijk,1901, South Holland,3,Wednesday,4,1
2020-04-01, Súdwest-Fryslân,1900, Friesland,13,Wednesday,4,1
2020-04-01, Zwartewaterland,1896, Overijssel,20,Wednesday,4,1
2020-04-01, Oldambt,1895, Groningen,1,Wednesday,4,1
2020-04-01, Peel and Maas,1894, Limburg,107,Wednesday,4,1
2020-04-01, Zuidplas,1892, South Holland,10,Wednesday,4,1
2020-04-01, Kaag and Braassem,1884, South Holland,4,Wednesday,4,1
2020-04-01, Sittard-Geleen,1883, Limburg,25,Wednesday,4,1
2020-04-01, Bronckhorst,1876, Gelderland,1,Wednesday,4,1
2020-04-01, Berkelland,1859, Gelderland,1,Wednesday,4,1
2020-04-01, Midden-Delfland,1842, South Holland,2,Wednesday,4,1
2020-04-01, Westland,1783, South Holland,26,Wednesday,4,1
2020-04-01, Dinkelland,1774, Overijssel,13,Wednesday,4,1
2020-04-01, Olst-Wijhe,1773, Overijssel,5,Wednesday,4,1
2020-04-01, Leidschendam-Voorburg,1916, South Holland,7,Wednesday,4,1
2020-04-01, Goeree-Overflakkee,1924, South Holland,26,Wednesday,4,1
2020-04-01, Pijnacker-Nootdorp,1926, South Holland,10,Wednesday,4,1
2020-04-01, Nissewaard,1930, South Holland,20,Wednesday,4,1
2020-04-01, Waddinxveen,627, South Holland,6,Wednesday,4,1
2020-04-01, Noardeast-Fryslân,1970, Friesland,4,Wednesday,4,1
2020-04-01, Westerkwartier,1969, Groningen,9,Wednesday,4,1
2020-04-01, Het Hogeland,1966, Groningen,4,Wednesday,4,1
2020-04-01, Hoeksche Waard,1963, South Holland,30,Wednesday,4,1
2020-04-01, Vijfheerenlanden,1961, Utrecht,11,Wednesday,4,1
2020-04-01, West Betuwe,1960, Gelderland,14,Wednesday,4,1
2020-04-01, Altena,1959, North Brabant,19,Wednesday,4,1
2020-04-01, Geldrop-Mierlo,1771, North Brabant,10,Wednesday,4,1
2020-04-01, Montferland,1955, Gelderland,4,Wednesday,4,1
2020-04-01, Central Groningen,1952, Groningen,4,Wednesday,4,1
2020-04-01, Westerwolde,1950, Groningen,4,Wednesday,4,1
2020-04-01, Waadhoeke,1949, Friesland,4,Wednesday,4,1
2020-04-01, Meierijstad,1948, North Brabant,112,Wednesday,4,1
2020-04-01, Berg en Dal,1945, Gelderland,17,Wednesday,4,1
2020-04-01, Gooise Meren,1942, North Holland,15,Wednesday,4,1
2020-04-01, De Fryske Marren,1940, Friesland,11,Wednesday,4,1
2020-04-01, Krimpenerwaard,1931, South Holland,27,Wednesday,4,1
2020-04-01, Beekdaelen,1954, Limburg,12,Wednesday,4,1
2020-04-01, Rijssen-Holten,1742, Overijssel,8,Wednesday,4,1
2020-04-01, Neder-Betuwe,1740, Gelderland,26,Wednesday,4,1
2020-04-01, Hof van Twente,1735, Overijssel,9,Wednesday,4,1
2020-04-01, Cuijk,1684, North Brabant,6,Wednesday,4,1
2020-04-01, Borger-Odoorn,1681, Drenthe,1,Wednesday,4,1
2020-04-01, Aa and Hunze,1680, Drenthe,1,Wednesday,4,1
2020-04-01, Schouwen-Duiveland,1676, Zeeland,7,Wednesday,4,1
2020-04-01, Roosendaal,1674, North Brabant,12,Wednesday,4,1
2020-04-01, Roerdalen,1669, Limburg,16,Wednesday,4,1
2020-04-01, Reusel-De Mierden,1667, North Brabant,4,Wednesday,4,1
2020-04-01, Laarbeek,1659, North Brabant,24,Wednesday,4,1
2020-04-01, Landerd,1685, North Brabant,21,Wednesday,4,1
2020-04-01, Heeze-Leende,1658, North Brabant,6,Wednesday,4,1
2020-04-01, Gemert-Bakel,1652, North Brabant,56,Wednesday,4,1
2020-04-01, Maasgouw,1641, Limburg,12,Wednesday,4,1
2020-04-01, Leudal,1640, Limburg,33,Wednesday,4,1
2020-04-01, Lansingerland,1621, South Holland,16,Wednesday,4,1
2020-04-01, Koggenland,1598, North Holland,6,Wednesday,4,1
2020-04-01, Oost Gelre,1586, Gelderland,2,Wednesday,4,1
2020-04-01, Utrechtse Heuvelrug,1581, Utrecht,10,Wednesday,4,1
2020-04-01, Teylingen,1525, South Holland,7,Wednesday,4,1
2020-04-01, Halderberge,1655, North Brabant,9,Wednesday,4,1
2020-04-01, Horst aan de Maas,1507, Limburg,25,Wednesday,4,1
2020-04-01, De Wolden,1690, Drenthe,2,Wednesday,4,1
2020-04-01, Noordenveld,1699, Drenthe,1,Wednesday,4,1
2020-04-01, Overbetuwe,1734, Gelderland,38,Wednesday,4,1
2020-04-01, Midden-Drenthe,1731, Drenthe,4,Wednesday,4,1
2020-04-01, Tynaarlo,1730, Drenthe,5,Wednesday,4,1
2020-04-01, Gulpen-Wittem,1729, Limburg,2,Wednesday,4,1
2020-04-01, Bladel,1728, North Brabant,10,Wednesday,4,1
2020-04-01, Bergeijk,1724, North Brabant,5,Wednesday,4,1
2020-04-01, Alphen-Chaam,1723, North Brabant,9,Wednesday,4,1
2020-04-01, Bernheze,1721, North Brabant,61,Wednesday,4,1
2020-04-01, Wijdemeren,1696, North Holland,4,Wednesday,4,1
2020-04-01, Drimmelen,1719, North Brabant,14,Wednesday,4,1
2020-04-01, Echt-Susteren,1711, Limburg,22,Wednesday,4,1
2020-04-01, Moerdijk,1709, North Brabant,6,Wednesday,4,1
2020-04-01, Steenwijkerland,1708, Overijssel,7,Wednesday,4,1
2020-04-01, Cranendonck,1706, North Brabant,35,Wednesday,4,1
2020-04-01, Lingewaard,1705, Gelderland,17,Wednesday,4,1
2020-04-01, Sint Anthonis,1702, Noord-Brabant,14,Wednesday,4,1
2020-04-01, Westerveld,1701, Drenthe,1,Wednesday,4,1
2020-04-01, Twenterand,1700, Overijssel,5,Wednesday,4,1
2020-04-01, Sluis,1714, Zeeland,4,Wednesday,4,1
2020-04-01, Voorschoten,626, South Holland,5,Wednesday,4,1
2020-04-01, Lopik,331, Utrecht,10,Wednesday,4,1
2020-04-01, Westvoorne,614, South Holland,4,Wednesday,4,1
2020-04-01, Nijkerk,267, Gelderland,11,Wednesday,4,1
2020-04-01, Maasdriel,263, Gelderland,11,Wednesday,4,1
2020-04-01, Lochem,262, Gelderland,2,Wednesday,4,1
2020-04-01, Heumen,252, Gelderland,8,Wednesday,4,1
2020-04-01, Heerde,246, Gelderland,19,Wednesday,4,1
2020-04-01, Hattem,244, Gelderland,5,Wednesday,4,1
2020-04-01, Harderwijk,243, Gelderland,8,Wednesday,4,1
2020-04-01, Ermelo,233, Gelderland,9,Wednesday,4,1
2020-04-01, Epe,232, Gelderland,10,Wednesday,4,1
2020-04-01, Elburg,230, Gelderland,4,Wednesday,4,1
2020-04-01, Ede,228, Gelderland,29,Wednesday,4,1
2020-04-01, Duiven,226, Gelderland,4,Wednesday,4,1
2020-04-01, Druten,225, Gelderland,13,Wednesday,4,1
2020-04-01, Doetinchem,222, Gelderland,5,Wednesday,4,1
2020-04-01, Doesburg,221, Gelderland,3,Wednesday,4,1
2020-04-01, Culemborg,216, Gelderland,15,Wednesday,4,1
2020-04-01, Buren,214, Gelderland,5,Wednesday,4,1
2020-04-01, Nijmegen,268, Gelderland,79,Wednesday,4,1
2020-04-01, Oldebroek,269, Gelderland,8,Wednesday,4,1
2020-04-01, Putten,273, Gelderland,1,Wednesday,4,1
2020-04-01, Renkum,274, Gelderland,11,Wednesday,4,1
2020-04-01, Bunschoten,313, Utrecht,2,Wednesday,4,1
2020-04-01, Bunnik,312, Utrecht,4,Wednesday,4,1
2020-04-01, De Bilt,310, Utrecht,13,Wednesday,4,1
2020-04-01, Baarn,308, Utrecht,2,Wednesday,4,1
2020-04-01, Amersfoort,307, Utrecht,24,Wednesday,4,1
2020-04-01, Dronten,303, Flevoland,10,Wednesday,4,1
2020-04-01, Nunspeet,302, Gelderland,17,Wednesday,4,1
2020-04-01, Zutphen,301, Gelderland,8,Wednesday,4,1
2020-04-01, Beuningen,209, Gelderland,12,Wednesday,4,1
2020-04-01, Zevenaar,299, Gelderland,18,Wednesday,4,1
2020-04-01, Wijchen,296, Gelderland,30,Wednesday,4,1
2020-04-01, Winterswijk,294, Gelderland,1,Wednesday,4,1
2020-04-01, Westervoort,293, Gelderland,3,Wednesday,4,1
2020-04-01, Wageningen,289, Gelderland,6,Wednesday,4,1
2020-04-01, Voorst,285, Gelderland,3,Wednesday,4,1
2020-04-01, Tiel,281, Gelderland,21,Wednesday,4,1
2020-04-01, Rozendaal,277, Gelderland,1,Wednesday,4,1
2020-04-01, Rheden,275, Gelderland,22,Wednesday,4,1
2020-04-01, Zaltbommel,297, Gelderland,9,Wednesday,4,1
2020-04-01, Barneveld,203, Gelderland,8,Wednesday,4,1
2020-04-01, Arnhem,202, Gelderland,30,Wednesday,4,1
2020-04-01, Apeldoorn,200, Gelderland,22,Wednesday,4,1
2020-04-01, Hoogeveen,118, Drenthe,5,Wednesday,4,1
2020-04-01, Emmen,114, Drenthe,6,Wednesday,4,1
2020-04-01, Coevorden,109, Drenthe,6,Wednesday,4,1
2020-04-01, Assen,106, Drenthe,7,Wednesday,4,1
2020-04-01, Weststellingwerf,98, Friesland,2,Wednesday,4,1
2020-04-01, Smallingerland,90, Friesland,5,Wednesday,4,1
2020-04-01, Opsterland,86, Friesland,4,Wednesday,4,1
2020-04-01, Ooststellingwerf,85, Friesland,1,Wednesday,4,1
2020-04-01, Meppel,119, Drenthe,4,Wednesday,4,1
2020-04-01, Leeuwarden,80, Friesland,19,Wednesday,4,1
2020-04-01, Harlingen,72, Friesland,1,Wednesday,4,1
2020-04-01, Zeewolde,50, Flevoland,4,Wednesday,4,1
2020-04-01, Veendam,47, Groningen,1,Wednesday,4,1
2020-04-01, Almere,34, Flevoland,50,Wednesday,4,1
2020-04-01, Groningen,14, Groningen,11,Wednesday,4,1
2020-04-01, Delfzijl,10, Groningen,4,Wednesday,4,1
2020-04-01, Appingedam,3, Groningen,1,Wednesday,4,1
2020-04-01, Vlaardingen,622, South Holland,15,Wednesday,4,1
2020-04-01, Heerenveen,74, Friesland,7,Wednesday,4,1
2020-04-01, Eemnes,317, Utrecht,1,Wednesday,4,1
2020-04-01, Almelo,141, Overijssel,10,Wednesday,4,1
2020-04-01, Dalfsen,148, Overijssel,7,Wednesday,4,1
2020-04-01, Aalten,197, Gelderland,1,Wednesday,4,1
2020-04-01, Zwolle,193, Overijssel,28,Wednesday,4,1
2020-04-01, Wierden,189, Overijssel,2,Wednesday,4,1
2020-04-01, Urk,184, Flevoland,11,Wednesday,4,1
2020-04-01, Tubbergen,183, Overijssel,7,Wednesday,4,1
2020-04-01, Staphorst,180, Overijssel,1,Wednesday,4,1
2020-04-01, Raalte,177, Overijssel,16,Wednesday,4,1
2020-04-01, Ommen,175, Overijssel,4,Wednesday,4,1
2020-04-01, Borne,147, Overijssel,10,Wednesday,4,1
2020-04-01, Oldenzaal,173, Overijssel,8,Wednesday,4,1
2020-04-01, Losser,168, Overijssel,3,Wednesday,4,1
2020-04-01, Kampen,166, Overijssel,38,Wednesday,4,1
2020-04-01, Hengelo,164, Overijssel,7,Wednesday,4,1
2020-04-01, Hellendoorn,163, Overijssel,4,Wednesday,4,1
2020-04-01, Hardenberg,160, Overijssel,9,Wednesday,4,1
2020-04-01, Haaksbergen,158, Overijssel,6,Wednesday,4,1
2020-04-01, Enschede,153, Overijssel,28,Wednesday,4,1
2020-04-01, Deventer,150, Overijssel,22,Wednesday,4,1
2020-04-01, Noordoostpolder,171, Flevoland,6,Wednesday,4,1
2020-04-01, Houten,321, Utrecht,10,Wednesday,4,1
2020-04-01, Brummen,213, Gelderland,4,Wednesday,4,1
2020-04-01, Albrandswaard,613, South Holland,5,Wednesday,4,1
2020-04-01, Gouda,513, South Holland,13,Wednesday,4,1
2020-04-01, Gorinchem,512, South Holland,10,Wednesday,4,1
2020-04-01, Dordrecht,505, South Holland,30,Wednesday,4,1
2020-04-01, Delft,503, South Holland,22,Wednesday,4,1
2020-04-01, Capelle aan den IJssel,502, South Holland,22,Wednesday,4,1
2020-04-01, Brielle,501, South Holland,5,Wednesday,4,1
2020-04-01, Drechterland,498, North Holland,1,Wednesday,4,1
2020-04-01, Barendrecht,489, South Holland,17,Wednesday,4,1
2020-04-01, Alphen aan den Rijn,484, South Holland,32,Wednesday,4,1
2020-04-01, Alblasserdam,482, South Holland,2,Wednesday,4,1
2020-04-01, Zaanstad,479, North Holland,34,Wednesday,4,1
2020-04-01, Zandvoort,473, North Holland,4,Wednesday,4,1
2020-04-01, Weesp,457, North Holland,4,Wednesday,4,1
2020-04-01, Velsen,453, North Holland,15,Wednesday,4,1
2020-04-01, Uithoorn,451, North Holland,9,Wednesday,4,1
2020-04-01, Uitgeest,450, North Holland,3,Wednesday,4,1
2020-04-01, Texel,448, North Holland,1,Wednesday,4,1
2020-04-01, Hardinxveld-Giessendam,523, South Holland,1,Wednesday,4,1
2020-04-01, Hellevoetsluis,530, South Holland,6,Wednesday,4,1
2020-04-01, Hendrik-Ido-Ambacht,531, South Holland,3,Wednesday,4,1
2020-04-01, Stede Broec,532, North Holland,11,Wednesday,4,1
2020-04-01, Leusden,327, Utrecht,5,Wednesday,4,1
2020-04-01, Sliedrecht,610, South Holland,2,Wednesday,4,1
2020-04-01, Schiedam,606, South Holland,21,Wednesday,4,1
2020-04-01, Rijswijk,603, South Holland,12,Wednesday,4,1
2020-04-01, Rotterdam,599, South Holland,132,Wednesday,4,1
2020-04-01, Ridderkerk,597, South Holland,22,Wednesday,4,1
2020-04-01, Papendrecht,590, South Holland,1,Wednesday,4,1
2020-04-01, Oudewater,589, Utrecht,15,Wednesday,4,1
2020-04-01, Schagen,441, North Holland,10,Wednesday,4,1
2020-04-01, Oegstgeest,579, South Holland,3,Wednesday,4,1
2020-04-01, Nieuwkoop,569, South Holland,5,Wednesday,4,1
2020-04-01, Maassluis,556, South Holland,8,Wednesday,4,1
2020-04-01, Lisse,553, South Holland,3,Wednesday,4,1
2020-04-01, Leiderdorp,547, South Holland,5,Wednesday,4,1
2020-04-01, Leiden,546, South Holland,18,Wednesday,4,1
2020-04-01, Krimpen aan den IJssel,542, South Holland,3,Wednesday,4,1
2020-04-01, Katwijk,537, South Holland,9,Wednesday,4,1
2020-04-01, Hillegom,534, South Holland,3,Wednesday,4,1
2020-04-01, Noordwijk,575, South Holland,8,Wednesday,4,1
2020-04-01, Purmerend,439, North Holland,37,Wednesday,4,1
2020-04-01, The Hague,518, South Holland,96,Wednesday,4,1
2020-04-01, Opmeer,432, North Holland,1,Wednesday,4,1
2020-04-01, Beverwijk,375, North Holland,7,Wednesday,4,1
2020-04-01, Bergen (NH.),373, North Holland,10,Wednesday,4,1
2020-04-01, Beemster,370, North Holland,2,Wednesday,4,1
2020-04-01, Amsterdam,363, North Holland,246,Wednesday,4,1
2020-04-01, Amstelveen,362, North Holland,31,Wednesday,4,1
2020-04-01, Alkmaar,361, North Holland,21,Wednesday,4,1
2020-04-01, Aalsmeer,358, North Holland,5,Wednesday,4,1
2020-04-01, Nieuwegein,356, Utrecht,17,Wednesday,4,1
2020-04-01, Blaricum,376, North Holland,2,Wednesday,4,1
2020-04-01, Zeist,355, Utrecht,13,Wednesday,4,1
2020-04-01, Wijk bij Duurstede,352, Utrecht,7,Wednesday,4,1
2020-04-01, Woudenberg,351, Utrecht,2,Wednesday,4,1
2020-04-01, Veenendaal,345, Utrecht,7,Wednesday,4,1
2020-04-01, Utrecht,344, Utrecht,80,Wednesday,4,1
2020-04-01, Soest,342, Utrecht,9,Wednesday,4,1
2020-04-01, Rhenen,340, Utrecht,3,Wednesday,4,1
2020-04-01, Ouder-Amstel,437, North Holland,3,Wednesday,4,1
2020-04-01, Montfoort,335, Utrecht,9,Wednesday,4,1
2020-04-01, IJsselstein,353, Utrecht,18,Wednesday,4,1
2020-04-01, Bloemendaal,377, North Holland,3,Wednesday,4,1
2020-04-01, Renswoude,339, Utrecht,1,Wednesday,4,1
2020-04-01, Diemen,384, North Holland,4,Wednesday,4,1
2020-04-01, Castricum,383, North Holland,8,Wednesday,4,1
2020-04-01, Medemblik,420, North Holland,10,Wednesday,4,1
2020-04-01, Laren,417, North Holland,6,Wednesday,4,1
2020-04-01, Langedijk,416, North Holland,8,Wednesday,4,1
2020-04-01, Landsmeer,415, North Holland,3,Wednesday,4,1
2020-04-01, Huizen,406, North Holland,12,Wednesday,4,1
2020-04-01, Hoorn,405, North Holland,16,Wednesday,4,1
2020-04-01, Hilversum,402, North Holland,15,Wednesday,4,1
2020-04-01, Den Helder,400, North Holland,6,Wednesday,4,1
2020-04-01, Oostzaan,431, North Holland,3,Wednesday,4,1
2020-04-01, Heerhugowaard,398, North Holland,19,Wednesday,4,1
2020-04-01, Heemstede,397, North Holland,5,Wednesday,4,1
2020-04-01, Heemskerk,396, North Holland,17,Wednesday,4,1
