Date, Cityname, Citycode, Provincename, Number,weekday,month,day
2020-04-02, Heiloo,399, North Holland,5,Thursday,4,2
2020-04-02, Enkhuizen,388, North Holland,14,Thursday,4,2
2020-04-02, Heerhugowaard,398, North Holland,19,Thursday,4,2
2020-04-02, Heemstede,397, North Holland,5,Thursday,4,2
2020-04-02, Heemskerk,396, North Holland,17,Thursday,4,2
2020-04-02, Haarlemmermeer,394, North Holland,34,Thursday,4,2
2020-04-02, Haarlem,392, North Holland,32,Thursday,4,2
2020-04-02, Hilversum,402, North Holland,16,Thursday,4,2
2020-04-03, Woensdrecht,873, North Brabant,4,Friday,4,3
2020-04-03, Waalwijk,867, North Brabant,15,Friday,4,3
2020-04-03, Waalre,866, North Brabant,3,Friday,4,3
2020-04-03, Vught,865, North Brabant,27,Friday,4,3
2020-04-03, Veldhoven,861, North Brabant,14,Friday,4,3
2020-04-03, Valkenswaard,858, North Brabant,10,Friday,4,3
2020-04-03, Uden,856, North Brabant,80,Friday,4,3
2020-04-03, Son en Breugel,848, North Brabant,20,Friday,4,3
2020-04-03, Waterland,852, North Holland,8,Friday,4,3
2020-04-03, Steenbergen,851, North Brabant,8,Friday,4,3
2020-04-03, Someren,847, North Brabant,19,Friday,4,3
2020-04-03, Sint-Michielsgestel,845, North Brabant,15,Friday,4,3
2020-04-03, Rucphen,840, North Brabant,5,Friday,4,3
2020-04-03, Oss,828, North Brabant,93,Friday,4,3
2020-04-03, Oosterhout,826, North Brabant,25,Friday,4,3
2020-04-03, Zundert,879, North Brabant,14,Friday,4,3
2020-04-03, Tilburg,855, North Brabant,135,Friday,4,3
2020-04-03, Wormerland,880, North Holland,11,Friday,4,3
2020-04-03, Weert,988, Limburg,33,Friday,4,3
2020-04-03, Beek,888, Limburg,10,Friday,4,3
2020-04-03, Oisterwijk,824, North Brabant,10,Friday,4,3
2020-04-03, Voerendaal,986, Limburg,8,Friday,4,3
2020-04-03, Venray,984, Limburg,23,Friday,4,3
2020-04-03, Venlo,983, Limburg,80,Friday,4,3
2020-04-03, Vaals,981, Limburg,6,Friday,4,3
2020-04-03, Stein,971, Limburg,25,Friday,4,3
2020-04-03, Simpelveld,965, Limburg,13,Friday,4,3
2020-04-03, Roermond,957, Limburg,33,Friday,4,3
2020-04-03, Landgraaf,882, Limburg,27,Friday,4,3
2020-04-03, Nederweert,946, Limburg,24,Friday,4,3
2020-04-03, Meerssen,938, Limburg,8,Friday,4,3
2020-04-03, Maastricht,935, Limburg,87,Friday,4,3
2020-04-03, Kerkrade,928, Limburg,33,Friday,4,3
2020-04-03, Heerlen,917, Limburg,72,Friday,4,3
2020-04-03, Gennep,907, Limburg,11,Friday,4,3
2020-04-03, Brunssum,899, Limburg,23,Friday,4,3
2020-04-03, Bergen (L.),893, Limburg,3,Friday,4,3
2020-04-03, Beesel,889, Limburg,11,Friday,4,3
2020-04-03, Mook and Middelaar,944, Limburg,3,Friday,4,3
2020-04-03, Oirschot,823, North Brabant,9,Friday,4,3
2020-04-03, Boxmeer,756, North Brabant,12,Friday,4,3
2020-04-03, Mill and Sint Hubert,815, North Brabant,6,Friday,4,3
2020-04-03, Asten,743, North Brabant,7,Friday,4,3
2020-04-03, Tytsjerksteradiel,737, Friesland,3,Friday,4,3
2020-04-03, De Ronde Venen,736, Utrecht,17,Friday,4,3
2020-04-03, Vlissingen,718, Zeeland,6,Friday,4,3
2020-04-03, Veere,717, Zeeland,3,Friday,4,3
2020-04-03, Tholen,716, Zeeland,26,Friday,4,3
2020-04-03, Terneuzen,715, Zeeland,15,Friday,4,3
2020-04-03, Reimerswaal,703, Zeeland,4,Friday,4,3
2020-04-03, Baarle-Nassau,744, North Brabant,1,Friday,4,3
2020-04-03, Middelburg,687, Zeeland,13,Friday,4,3
2020-04-03, Hulst,677, Zeeland,4,Friday,4,3
2020-04-03, West Maas and Waal,668, Gelderland,9,Friday,4,3
2020-04-03, Goes,664, Zeeland,8,Friday,4,3
2020-04-03, Borsele,654, Zeeland,3,Friday,4,3
2020-04-03, Zwijndrecht,642, South Holland,11,Friday,4,3
2020-04-03, Zoeterwoude,638, South Holland,2,Friday,4,3
2020-04-03, Valkenburg aan de Geul,994, Limburg,8,Friday,4,3
2020-04-03, Woerden,632, Utrecht,27,Friday,4,3
2020-04-03, Kapelle,678, Zeeland,1,Friday,4,3
"2020-04-03,"" """"Nuenen Gerwen and Nederwetten"""""",820, Noord-Brabant,12,Friday,4,3"
2020-04-03, Bergen op Zoom,748, North Brabant,14,Friday,4,3
2020-04-03, Boekel,755, North Brabant,27,Friday,4,3
2020-04-03, Loon op Zand,809, North Brabant,17,Friday,4,3
2020-04-03, Hilvarenbeek,798, North Brabant,6,Friday,4,3
2020-04-03, Heusden,797, North Brabant,31,Friday,4,3
2020-04-03, 's-Hertogenbosch,796, Noord-Brabant,80,Friday,4,3
2020-04-03, Helmond,794, North Brabant,52,Friday,4,3
2020-04-03, Haaren,788, North Brabant,14,Friday,4,3
2020-04-03, Grave,786, North Brabant,13,Friday,4,3
2020-04-03, Goirle,785, North Brabant,20,Friday,4,3
2020-04-03, Best,753, Noord-Brabant,24,Friday,4,3
2020-04-03, Gilze and Rijen,784, North Brabant,15,Friday,4,3
2020-04-03, Etten-Leur,777, North Brabant,29,Friday,4,3
2020-04-03, Eindhoven,772, North Brabant,79,Friday,4,3
2020-04-03, Eersel,770, North Brabant,16,Friday,4,3
2020-04-03, Dongen,766, Noord-Brabant,10,Friday,4,3
2020-04-03, Pekela,765, Groningen,4,Friday,4,3
2020-04-03, Deurne,762, North Brabant,43,Friday,4,3
2020-04-03, Breda,758, North Brabant,125,Friday,4,3
2020-04-03, Boxtel,757, North Brabant,11,Friday,4,3
2020-04-03, Geertruidenberg,779, North Brabant,9,Friday,4,3
2020-04-03, Zoetermeer,637, South Holland,24,Friday,4,3
2020-04-03, Overbetuwe,1734, Gelderland,42,Friday,4,3
2020-04-03, Oude IJsselstreek,1509, Gelderland,4,Friday,4,3
2020-04-03, Leidschendam-Voorburg,1916, South Holland,9,Friday,4,3
2020-04-03, Hollands Kroon,1911, North Holland,22,Friday,4,3
2020-04-03, Stichtse Vecht,1904, Utrecht,20,Friday,4,3
2020-04-03, Eijsden-Margraten,1903, Limburg,25,Friday,4,3
2020-04-03, Bodegraven-Reeuwijk,1901, South Holland,4,Friday,4,3
2020-04-03, Súdwest-Fryslân,1900, Friesland,13,Friday,4,3
2020-04-03, Zwartewaterland,1896, Overijssel,21,Friday,4,3
2020-04-03, Oldambt,1895, Groningen,1,Friday,4,3
2020-04-03, Goeree-Overflakkee,1924, South Holland,32,Friday,4,3
2020-04-03, Peel and Maas,1894, Limburg,117,Friday,4,3
2020-04-03, Dantumadiel,1891, Friesland,1,Friday,4,3
2020-04-03, Kaag and Braassem,1884, South Holland,5,Friday,4,3
2020-04-03, Sittard-Geleen,1883, Limburg,63,Friday,4,3
2020-04-03, Bronckhorst,1876, Gelderland,1,Friday,4,3
2020-04-03, Berkelland,1859, Gelderland,1,Friday,4,3
2020-04-03, Midden-Delfland,1842, South Holland,3,Friday,4,3
2020-04-03, Westland,1783, South Holland,29,Friday,4,3
2020-04-03, Dinkelland,1774, Overijssel,15,Friday,4,3
2020-04-03, Zuidplas,1892, South Holland,12,Friday,4,3
2020-04-03, Olst-Wijhe,1773, Overijssel,6,Friday,4,3
2020-04-03, Pijnacker-Nootdorp,1926, South Holland,10,Friday,4,3
2020-04-03, Krimpenerwaard,1931, South Holland,28,Friday,4,3
2020-04-03, Molenlanden,1978, South Holland,13,Friday,4,3
2020-04-03, Wassenaar,629, South Holland,2,Friday,4,3
2020-04-03, Noardeast-Fryslân,1970, Friesland,4,Friday,4,3
2020-04-03, Westerkwartier,1969, Groningen,10,Friday,4,3
2020-04-03, Het Hogeland,1966, Groningen,5,Friday,4,3
2020-04-03, Hoeksche Waard,1963, South Holland,42,Friday,4,3
2020-04-03, Vijfheerenlanden,1961, Utrecht,15,Friday,4,3
2020-04-03, West Betuwe,1960, Gelderland,17,Friday,4,3
2020-04-03, Nissewaard,1930, South Holland,23,Friday,4,3
2020-04-03, Altena,1959, North Brabant,21,Friday,4,3
2020-04-03, Beekdaelen,1954, Limburg,28,Friday,4,3
2020-04-03, Central Groningen,1952, Groningen,4,Friday,4,3
2020-04-03, Westerwolde,1950, Groningen,4,Friday,4,3
2020-04-03, Waadhoeke,1949, Friesland,4,Friday,4,3
2020-04-03, Meierijstad,1948, North Brabant,134,Friday,4,3
2020-04-03, Berg en Dal,1945, Gelderland,21,Friday,4,3
2020-04-03, Gooise Meren,1942, North Holland,15,Friday,4,3
2020-04-03, De Fryske Marren,1940, Friesland,11,Friday,4,3
2020-04-03, Montferland,1955, Gelderland,4,Friday,4,3
2020-04-03, Horst aan de Maas,1507, Limburg,33,Friday,4,3
2020-04-03, Geldrop-Mierlo,1771, North Brabant,18,Friday,4,3
2020-04-03, Neder-Betuwe,1740, Gelderland,26,Friday,4,3
2020-04-03, Cuijk,1684, North Brabant,6,Friday,4,3
2020-04-03, Borger-Odoorn,1681, Drenthe,2,Friday,4,3
2020-04-03, Aa and Hunze,1680, Drenthe,1,Friday,4,3
2020-04-03, Schouwen-Duiveland,1676, Zeeland,7,Friday,4,3
2020-04-03, Roosendaal,1674, North Brabant,15,Friday,4,3
2020-04-03, Roerdalen,1669, Limburg,18,Friday,4,3
2020-04-03, Reusel-De Mierden,1667, North Brabant,6,Friday,4,3
2020-04-03, Laarbeek,1659, North Brabant,25,Friday,4,3
2020-04-03, Landerd,1685, North Brabant,23,Friday,4,3
2020-04-03, Heeze-Leende,1658, North Brabant,7,Friday,4,3
2020-04-03, Gemert-Bakel,1652, North Brabant,59,Friday,4,3
2020-04-03, Maasgouw,1641, Limburg,15,Friday,4,3
2020-04-03, Leudal,1640, Limburg,38,Friday,4,3
2020-04-03, Lansingerland,1621, South Holland,20,Friday,4,3
2020-04-03, Koggenland,1598, North Holland,6,Friday,4,3
2020-04-03, Oost Gelre,1586, Gelderland,2,Friday,4,3
2020-04-03, Utrechtse Heuvelrug,1581, Utrecht,13,Friday,4,3
2020-04-03, Teylingen,1525, South Holland,8,Friday,4,3
2020-04-03, Halderberge,1655, North Brabant,9,Friday,4,3
2020-04-03, Rijssen-Holten,1742, Overijssel,13,Friday,4,3
2020-04-03, De Wolden,1690, Drenthe,2,Friday,4,3
2020-04-03, Noordenveld,1699, Drenthe,1,Friday,4,3
2020-04-03, Hof van Twente,1735, Overijssel,10,Friday,4,3
2020-04-03, Midden-Drenthe,1731, Drenthe,4,Friday,4,3
2020-04-03, Tynaarlo,1730, Drenthe,6,Friday,4,3
2020-04-03, Gulpen-Wittem,1729, Limburg,10,Friday,4,3
2020-04-03, Bladel,1728, North Brabant,11,Friday,4,3
2020-04-03, Bergeijk,1724, North Brabant,7,Friday,4,3
2020-04-03, Alphen-Chaam,1723, North Brabant,10,Friday,4,3
2020-04-03, Bernheze,1721, North Brabant,68,Friday,4,3
2020-04-03, Wijdemeren,1696, North Holland,5,Friday,4,3
2020-04-03, Drimmelen,1719, North Brabant,14,Friday,4,3
2020-04-03, Echt-Susteren,1711, Limburg,23,Friday,4,3
2020-04-03, Moerdijk,1709, North Brabant,7,Friday,4,3
2020-04-03, Steenwijkerland,1708, Overijssel,8,Friday,4,3
2020-04-03, Cranendonck,1706, North Brabant,41,Friday,4,3
2020-04-03, Lingewaard,1705, Gelderland,18,Friday,4,3
2020-04-03, Sint Anthonis,1702, Noord-Brabant,15,Friday,4,3
2020-04-03, Westerveld,1701, Drenthe,3,Friday,4,3
2020-04-03, Twenterand,1700, Overijssel,6,Friday,4,3
2020-04-03, Sluis,1714, Zeeland,4,Friday,4,3
2020-04-03, Waddinxveen,627, South Holland,7,Friday,4,3
2020-04-03, Lelystad,995, Flevoland,30,Friday,4,3
2020-04-03, Vlaardingen,622, South Holland,17,Friday,4,3
2020-04-03, Nijkerk,267, Gelderland,16,Friday,4,3
2020-04-03, Maasdriel,263, Gelderland,11,Friday,4,3
2020-04-03, Lochem,262, Gelderland,5,Friday,4,3
2020-04-03, Heumen,252, Gelderland,11,Friday,4,3
2020-04-03, Heerde,246, Gelderland,19,Friday,4,3
2020-04-03, Hattem,244, Gelderland,5,Friday,4,3
2020-04-03, Harderwijk,243, Gelderland,8,Friday,4,3
2020-04-03, Ermelo,233, Gelderland,11,Friday,4,3
2020-04-03, Epe,232, Gelderland,10,Friday,4,3
2020-04-03, Elburg,230, Gelderland,4,Friday,4,3
2020-04-03, Ede,228, Gelderland,31,Friday,4,3
2020-04-03, Duiven,226, Gelderland,4,Friday,4,3
2020-04-03, Druten,225, Gelderland,16,Friday,4,3
2020-04-03, Doetinchem,222, Gelderland,6,Friday,4,3
2020-04-03, Doesburg,221, Gelderland,3,Friday,4,3
2020-04-03, Culemborg,216, Gelderland,17,Friday,4,3
2020-04-03, Buren,214, Gelderland,6,Friday,4,3
2020-04-03, Nijmegen,268, Gelderland,87,Friday,4,3
2020-04-03, Oldebroek,269, Gelderland,8,Friday,4,3
2020-04-03, Putten,273, Gelderland,1,Friday,4,3
2020-04-03, Renkum,274, Gelderland,11,Friday,4,3
2020-04-03, Bunschoten,313, Utrecht,2,Friday,4,3
2020-04-03, Bunnik,312, Utrecht,5,Friday,4,3
2020-04-03, De Bilt,310, Utrecht,15,Friday,4,3
2020-04-03, Baarn,308, Utrecht,7,Friday,4,3
2020-04-03, Amersfoort,307, Utrecht,31,Friday,4,3
2020-04-03, Dronten,303, Flevoland,12,Friday,4,3
2020-04-03, Nunspeet,302, Gelderland,19,Friday,4,3
2020-04-03, Zutphen,301, Gelderland,10,Friday,4,3
2020-04-03, Voorschoten,626, South Holland,6,Friday,4,3
2020-04-03, Zevenaar,299, Gelderland,24,Friday,4,3
2020-04-03, Wijchen,296, Gelderland,32,Friday,4,3
2020-04-03, Winterswijk,294, Gelderland,1,Friday,4,3
2020-04-03, Westervoort,293, Gelderland,4,Friday,4,3
2020-04-03, Wageningen,289, Gelderland,8,Friday,4,3
2020-04-03, Voorst,285, Gelderland,6,Friday,4,3
2020-04-03, Tiel,281, Gelderland,24,Friday,4,3
2020-04-03, Rozendaal,277, Gelderland,1,Friday,4,3
2020-04-03, Rheden,275, Gelderland,26,Friday,4,3
2020-04-03, Zaltbommel,297, Gelderland,10,Friday,4,3
2020-04-03, Beuningen,209, Gelderland,15,Friday,4,3
2020-04-03, Barneveld,203, Gelderland,8,Friday,4,3
2020-04-03, Arnhem,202, Gelderland,37,Friday,4,3
2020-04-03, Meppel,119, Drenthe,4,Friday,4,3
2020-04-03, Hoogeveen,118, Drenthe,7,Friday,4,3
2020-04-03, Emmen,114, Drenthe,6,Friday,4,3
2020-04-03, Coevorden,109, Drenthe,6,Friday,4,3
2020-04-03, Assen,106, Drenthe,7,Friday,4,3
2020-04-03, Weststellingwerf,98, Friesland,2,Friday,4,3
2020-04-03, Smallingerland,90, Friesland,5,Friday,4,3
2020-04-03, Opsterland,86, Friesland,5,Friday,4,3
2020-04-03, Almelo,141, Overijssel,13,Friday,4,3
2020-04-03, Ooststellingwerf,85, Friesland,1,Friday,4,3
2020-04-03, Heerenveen,74, Friesland,9,Friday,4,3
2020-04-03, Harlingen,72, Friesland,2,Friday,4,3
2020-04-03, Zeewolde,50, Flevoland,5,Friday,4,3
2020-04-03, Veendam,47, Groningen,1,Friday,4,3
2020-04-03, Almere,34, Flevoland,67,Friday,4,3
2020-04-03, Groningen,14, Groningen,12,Friday,4,3
2020-04-03, Delfzijl,10, Groningen,4,Friday,4,3
2020-04-03, Appingedam,3, Groningen,1,Friday,4,3
2020-04-03, Leeuwarden,80, Friesland,24,Friday,4,3
2020-04-03, Eemnes,317, Utrecht,1,Friday,4,3
2020-04-03, Borne,147, Overijssel,12,Friday,4,3
2020-04-03, Deventer,150, Overijssel,25,Friday,4,3
2020-04-03, Apeldoorn,200, Gelderland,24,Friday,4,3
2020-04-03, Aalten,197, Gelderland,1,Friday,4,3
2020-04-03, Zwolle,193, Overijssel,33,Friday,4,3
2020-04-03, Wierden,189, Overijssel,2,Friday,4,3
2020-04-03, Urk,184, Flevoland,13,Friday,4,3
2020-04-03, Tubbergen,183, Overijssel,8,Friday,4,3
2020-04-03, Staphorst,180, Overijssel,3,Friday,4,3
2020-04-03, Raalte,177, Overijssel,18,Friday,4,3
2020-04-03, Dalfsen,148, Overijssel,9,Friday,4,3
2020-04-03, Ommen,175, Overijssel,6,Friday,4,3
2020-04-03, Noordoostpolder,171, Flevoland,8,Friday,4,3
2020-04-03, Losser,168, Overijssel,4,Friday,4,3
2020-04-03, Kampen,166, Overijssel,38,Friday,4,3
2020-04-03, Hengelo,164, Overijssel,9,Friday,4,3
2020-04-03, Hellendoorn,163, Overijssel,5,Friday,4,3
2020-04-03, Hardenberg,160, Overijssel,10,Friday,4,3
2020-04-03, Haaksbergen,158, Overijssel,6,Friday,4,3
2020-04-03, Enschede,153, Overijssel,32,Friday,4,3
2020-04-03, Oldenzaal,173, Overijssel,10,Friday,4,3
2020-04-03, Houten,321, Utrecht,13,Friday,4,3
2020-04-03, Brummen,213, Gelderland,6,Friday,4,3
2020-04-03, Lopik,331, Utrecht,12,Friday,4,3
2020-04-03, Hardinxveld-Giessendam,523, South Holland,1,Friday,4,3
2020-04-03, The Hague,518, South Holland,115,Friday,4,3
2020-04-03, Gouda,513, South Holland,18,Friday,4,3
2020-04-03, Gorinchem,512, South Holland,10,Friday,4,3
2020-04-03, Dordrecht,505, South Holland,40,Friday,4,3
2020-04-03, Delft,503, South Holland,23,Friday,4,3
2020-04-03, Capelle aan den IJssel,502, South Holland,23,Friday,4,3
2020-04-03, Brielle,501, South Holland,5,Friday,4,3
2020-04-03, Hellevoetsluis,530, South Holland,7,Friday,4,3
2020-04-03, Drechterland,498, North Holland,1,Friday,4,3
2020-04-03, Alphen aan den Rijn,484, South Holland,36,Friday,4,3
2020-04-03, Alblasserdam,482, South Holland,4,Friday,4,3
2020-04-03, Zaanstad,479, North Holland,48,Friday,4,3
2020-04-03, Zandvoort,473, North Holland,7,Friday,4,3
2020-04-03, Weesp,457, North Holland,5,Friday,4,3
2020-04-03, Velsen,453, North Holland,16,Friday,4,3
2020-04-03, Uithoorn,451, North Holland,9,Friday,4,3
2020-04-03, Uitgeest,450, North Holland,3,Friday,4,3
2020-04-03, Barendrecht,489, South Holland,20,Friday,4,3
2020-04-03, Texel,448, North Holland,2,Friday,4,3
2020-04-03, Hendrik-Ido-Ambacht,531, South Holland,3,Friday,4,3
2020-04-03, Hillegom,534, South Holland,5,Friday,4,3
2020-04-03, Leusden,327, Utrecht,5,Friday,4,3
2020-04-03, Albrandswaard,613, South Holland,5,Friday,4,3
2020-04-03, Sliedrecht,610, South Holland,2,Friday,4,3
2020-04-03, Schiedam,606, South Holland,23,Friday,4,3
2020-04-03, Rijswijk,603, South Holland,14,Friday,4,3
2020-04-03, Rotterdam,599, South Holland,159,Friday,4,3
2020-04-03, Ridderkerk,597, South Holland,23,Friday,4,3
2020-04-03, Papendrecht,590, South Holland,1,Friday,4,3
2020-04-03, Stede Broec,532, North Holland,13,Friday,4,3
2020-04-03, Oudewater,589, Utrecht,16,Friday,4,3
2020-04-03, Noordwijk,575, South Holland,9,Friday,4,3
2020-04-03, Nieuwkoop,569, South Holland,5,Friday,4,3
2020-04-03, Maassluis,556, South Holland,10,Friday,4,3
2020-04-03, Lisse,553, South Holland,3,Friday,4,3
2020-04-03, Leiderdorp,547, South Holland,6,Friday,4,3
2020-04-03, Leiden,546, South Holland,19,Friday,4,3
2020-04-03, Krimpen aan den IJssel,542, South Holland,4,Friday,4,3
2020-04-03, Katwijk,537, South Holland,12,Friday,4,3
2020-04-03, Oegstgeest,579, South Holland,5,Friday,4,3
2020-04-03, Schagen,441, North Holland,11,Friday,4,3
2020-04-03, Westvoorne,614, South Holland,5,Friday,4,3
2020-04-03, Ouder-Amstel,437, North Holland,4,Friday,4,3
2020-04-03, Beverwijk,375, North Holland,8,Friday,4,3
2020-04-03, Bergen (NH.),373, North Holland,11,Friday,4,3
2020-04-03, Beemster,370, North Holland,2,Friday,4,3
2020-04-03, Amsterdam,363, North Holland,286,Friday,4,3
2020-04-03, Amstelveen,362, North Holland,33,Friday,4,3
2020-04-03, Alkmaar,361, North Holland,28,Friday,4,3
2020-04-03, Aalsmeer,358, North Holland,7,Friday,4,3
2020-04-03, Purmerend,439, North Holland,44,Friday,4,3
2020-04-03, Blaricum,376, North Holland,5,Friday,4,3
2020-04-03, Zeist,355, Utrecht,18,Friday,4,3
2020-04-03, Wijk bij Duurstede,352, Utrecht,7,Friday,4,3
2020-04-03, Woudenberg,351, Utrecht,3,Friday,4,3
2020-04-03, Veenendaal,345, Utrecht,9,Friday,4,3
2020-04-03, Utrecht,344, Utrecht,103,Friday,4,3
2020-04-03, Soest,342, Utrecht,13,Friday,4,3
2020-04-03, Rhenen,340, Utrecht,3,Friday,4,3
2020-04-03, Renswoude,339, Utrecht,1,Friday,4,3
2020-04-03, Montfoort,335, Utrecht,11,Friday,4,3
2020-04-03, IJsselstein,353, Utrecht,23,Friday,4,3
2020-04-03, Bloemendaal,377, North Holland,4,Friday,4,3
2020-04-03, Nieuwegein,356, Utrecht,21,Friday,4,3
2020-04-03, Diemen,384, North Holland,4,Friday,4,3
2020-04-03, Castricum,383, North Holland,11,Friday,4,3
2020-04-03, Opmeer,432, North Holland,1,Friday,4,3
2020-04-03, Oostzaan,431, North Holland,4,Friday,4,3
2020-04-03, Medemblik,420, North Holland,10,Friday,4,3
2020-04-03, Laren,417, North Holland,7,Friday,4,3
2020-04-03, Langedijk,416, North Holland,10,Friday,4,3
2020-04-03, Huizen,406, North Holland,12,Friday,4,3
2020-04-03, Hoorn,405, North Holland,18,Friday,4,3
2020-04-03, Hilversum,402, North Holland,17,Friday,4,3
2020-04-03, Landsmeer,415, North Holland,3,Friday,4,3
2020-04-03, Heiloo,399, North Holland,7,Friday,4,3
2020-04-03, Den Helder,400, North Holland,6,Friday,4,3
2020-04-03, Enkhuizen,388, North Holland,14,Friday,4,3
2020-04-03, Haarlem,392, North Holland,34,Friday,4,3
2020-04-03, Haarlemmermeer,394, North Holland,38,Friday,4,3
2020-04-03, Edam-Volendam,385, North Holland,11,Friday,4,3
2020-04-03, Heemstede,397, North Holland,6,Friday,4,3
2020-04-03, Heerhugowaard,398, North Holland,21,Friday,4,3
2020-04-03, Heemskerk,396, North Holland,18,Friday,4,3
2020-04-04, Uden,856, North Brabant,81,Saturday,4,4
2020-04-04, Woensdrecht,873, North Brabant,4,Saturday,4,4
