Date, Cityname, Citycode, Provincename, Number,weekday,month,day
2020-04-04, Waalwijk,867, North Brabant,17,Saturday,4,4
2020-04-04, Waalre,866, North Brabant,3,Saturday,4,4
2020-04-04, Vught,865, North Brabant,27,Saturday,4,4
2020-04-04, Veldhoven,861, North Brabant,15,Saturday,4,4
2020-04-04, Valkenswaard,858, North Brabant,10,Saturday,4,4
2020-04-04, Tilburg,855, North Brabant,139,Saturday,4,4
2020-04-04, Oirschot,823, North Brabant,9,Saturday,4,4
2020-04-04, Steenbergen,851, North Brabant,8,Saturday,4,4
2020-04-04, Son en Breugel,848, North Brabant,22,Saturday,4,4
2020-04-04, Someren,847, North Brabant,20,Saturday,4,4
2020-04-04, Sint-Michielsgestel,845, North Brabant,15,Saturday,4,4
2020-04-04, Rucphen,840, North Brabant,5,Saturday,4,4
2020-04-04, Oss,828, North Brabant,96,Saturday,4,4
2020-04-04, Oosterhout,826, North Brabant,25,Saturday,4,4
2020-04-04, Oisterwijk,824, North Brabant,10,Saturday,4,4
2020-04-04, Waterland,852, North Holland,9,Saturday,4,4
2020-04-04, Zundert,879, North Brabant,14,Saturday,4,4
2020-04-04, Voerendaal,986, Limburg,9,Saturday,4,4
2020-04-04, Landgraaf,882, Limburg,27,Saturday,4,4
"2020-04-04,"" """"Nuenen  Gerwen and Nederwetten"""""",820, Noord-Brabant,12,Saturday,4,4"
2020-04-04, Venray,984, Limburg,25,Saturday,4,4
2020-04-04, Venlo,983, Limburg,83,Saturday,4,4
2020-04-04, Vaals,981, Limburg,6,Saturday,4,4
2020-04-04, Stein,971, Limburg,26,Saturday,4,4
2020-04-04, Simpelveld,965, Limburg,14,Saturday,4,4
2020-04-04, Roermond,957, Limburg,36,Saturday,4,4
2020-04-04, Nederweert,946, Limburg,24,Saturday,4,4
2020-04-04, Wormerland,880, North Holland,12,Saturday,4,4
2020-04-04, Mook and Middelaar,944, Limburg,3,Saturday,4,4
2020-04-04, Maastricht,935, Limburg,93,Saturday,4,4
2020-04-04, Kerkrade,928, Limburg,34,Saturday,4,4
2020-04-04, Heerlen,917, Limburg,74,Saturday,4,4
2020-04-04, Gennep,907, Limburg,11,Saturday,4,4
2020-04-04, Brunssum,899, Limburg,24,Saturday,4,4
2020-04-04, Bergen (L.),893, Limburg,3,Saturday,4,4
2020-04-04, Beesel,889, Limburg,11,Saturday,4,4
2020-04-04, Beek,888, Limburg,10,Saturday,4,4
2020-04-04, Meerssen,938, Limburg,9,Saturday,4,4
2020-04-04, Mill and Sint Hubert,815, Noord-Brabant,7,Saturday,4,4
2020-04-04, Best,753, North Brabant,24,Saturday,4,4
2020-04-04, Hilvarenbeek,798, North Brabant,6,Saturday,4,4
2020-04-04, De Ronde Venen,736, Utrecht,17,Saturday,4,4
2020-04-04, Vlissingen,718, Zeeland,6,Saturday,4,4
2020-04-04, Veere,717, Zeeland,3,Saturday,4,4
2020-04-04, Tholen,716, Zeeland,30,Saturday,4,4
2020-04-04, Terneuzen,715, Zeeland,15,Saturday,4,4
2020-04-04, Reimerswaal,703, Zeeland,4,Saturday,4,4
2020-04-04, Middelburg,687, Zeeland,13,Saturday,4,4
2020-04-04, Kapelle,678, Zeeland,1,Saturday,4,4
2020-04-04, Hulst,677, Zeeland,4,Saturday,4,4
2020-04-04, West Maas and Waal,668, Gelderland,9,Saturday,4,4
2020-04-04, Goes,664, Zeeland,8,Saturday,4,4
2020-04-04, Borsele,654, Zeeland,3,Saturday,4,4
2020-04-04, Zwijndrecht,642, South Holland,11,Saturday,4,4
2020-04-04, Zoeterwoude,638, South Holland,2,Saturday,4,4
2020-04-04, Zoetermeer,637, South Holland,25,Saturday,4,4
2020-04-04, Woerden,632, Utrecht,28,Saturday,4,4
2020-04-04, Wassenaar,629, South Holland,2,Saturday,4,4
2020-04-04, Tytsjerksteradiel,737, Friesland,3,Saturday,4,4
2020-04-04, Asten,743, North Brabant,8,Saturday,4,4
2020-04-04, Baarle-Nassau,744, North Brabant,1,Saturday,4,4
2020-04-04, Bergen op Zoom,748, North Brabant,14,Saturday,4,4
2020-04-04, Heusden,797, North Brabant,31,Saturday,4,4
2020-04-04, 's-Hertogenbosch,796, North Brabant,81,Saturday,4,4
2020-04-04, Helmond,794, North Brabant,54,Saturday,4,4
2020-04-04, Haaren,788, North Brabant,14,Saturday,4,4
2020-04-04, Grave,786, North Brabant,14,Saturday,4,4
2020-04-04, Goirle,785, North Brabant,20,Saturday,4,4
2020-04-04, Gilze and Rijen,784, North Brabant,15,Saturday,4,4
2020-04-04, Geertruidenberg,779, North Brabant,9,Saturday,4,4
2020-04-04, Loon op Zand,809, North Brabant,17,Saturday,4,4
2020-04-04, Etten-Leur,777, North Brabant,31,Saturday,4,4
2020-04-04, Eersel,770, North Brabant,18,Saturday,4,4
2020-04-04, Dongen,766, North Brabant,11,Saturday,4,4
2020-04-04, Pekela,765, Groningen,4,Saturday,4,4
2020-04-04, Deurne,762, North Brabant,44,Saturday,4,4
2020-04-04, Breda,758, North Brabant,126,Saturday,4,4
2020-04-04, Boxtel,757, North Brabant,11,Saturday,4,4
2020-04-04, Boxmeer,756, North Brabant,13,Saturday,4,4
2020-04-04, Boekel,755, North Brabant,27,Saturday,4,4
2020-04-04, Eindhoven,772, North Brabant,87,Saturday,4,4
2020-04-04, Weert,988, Limburg,34,Saturday,4,4
2020-04-04, Westerkwartier,1969, Groningen,10,Saturday,4,4
2020-04-04, Lelystad,995, Flevoland,31,Saturday,4,4
2020-04-04, Eijsden-Margraten,1903, Limburg,29,Saturday,4,4
2020-04-04, Bodegraven-Reeuwijk,1901, South Holland,5,Saturday,4,4
2020-04-04, Súdwest-Fryslân,1900, Friesland,13,Saturday,4,4
2020-04-04, Zwartewaterland,1896, Overijssel,22,Saturday,4,4
2020-04-04, Oldambt,1895, Groningen,1,Saturday,4,4
2020-04-04, Peel and Maas,1894, Limburg,117,Saturday,4,4
2020-04-04, Zuidplas,1892, South Holland,12,Saturday,4,4
2020-04-04, Dantumadiel,1891, Friesland,2,Saturday,4,4
2020-04-04, Stichtse Vecht,1904, Utrecht,20,Saturday,4,4
2020-04-04, Kaag and Braassem,1884, South Holland,5,Saturday,4,4
2020-04-04, Bronckhorst,1876, Gelderland,1,Saturday,4,4
2020-04-04, Berkelland,1859, Gelderland,1,Saturday,4,4
2020-04-04, Midden-Delfland,1842, South Holland,3,Saturday,4,4
2020-04-04, Westland,1783, South Holland,32,Saturday,4,4
2020-04-04, Dinkelland,1774, Overijssel,16,Saturday,4,4
2020-04-04, Olst-Wijhe,1773, Overijssel,6,Saturday,4,4
2020-04-04, Geldrop-Mierlo,1771, North Brabant,18,Saturday,4,4
2020-04-04, Rijssen-Holten,1742, Overijssel,15,Saturday,4,4
2020-04-04, Sittard-Geleen,1883, Limburg,65,Saturday,4,4
2020-04-04, Neder-Betuwe,1740, Gelderland,27,Saturday,4,4
2020-04-04, Hollands Kroon,1911, North Holland,23,Saturday,4,4
2020-04-04, Goeree-Overflakkee,1924, South Holland,33,Saturday,4,4
2020-04-04, Waddinxveen,627, South Holland,7,Saturday,4,4
2020-04-04, Het Hogeland,1966, Groningen,5,Saturday,4,4
2020-04-04, Hoeksche Waard,1963, South Holland,49,Saturday,4,4
2020-04-04, Vijfheerenlanden,1961, Utrecht,16,Saturday,4,4
2020-04-04, West Betuwe,1960, Gelderland,18,Saturday,4,4
2020-04-04, Altena,1959, North Brabant,21,Saturday,4,4
2020-04-04, Montferland,1955, Gelderland,4,Saturday,4,4
2020-04-04, Beekdaelen,1954, Limburg,29,Saturday,4,4
2020-04-04, Leidschendam-Voorburg,1916, South Holland,11,Saturday,4,4
2020-04-04, Central Groningen,1952, Groningen,4,Saturday,4,4
2020-04-04, Waadhoeke,1949, Friesland,5,Saturday,4,4
2020-04-04, Meierijstad,1948, North Brabant,142,Saturday,4,4
2020-04-04, Berg en Dal,1945, Gelderland,23,Saturday,4,4
2020-04-04, Gooise Meren,1942, North Holland,16,Saturday,4,4
2020-04-04, De Fryske Marren,1940, Friesland,12,Saturday,4,4
2020-04-04, Krimpenerwaard,1931, South Holland,29,Saturday,4,4
2020-04-04, Nissewaard,1930, South Holland,23,Saturday,4,4
2020-04-04, Pijnacker-Nootdorp,1926, South Holland,11,Saturday,4,4
2020-04-04, Westerwolde,1950, Groningen,4,Saturday,4,4
2020-04-04, Valkenburg aan de Geul,994, Limburg,8,Saturday,4,4
2020-04-04, Hof van Twente,1735, Overijssel,10,Saturday,4,4
2020-04-04, Midden-Drenthe,1731, Drenthe,6,Saturday,4,4
2020-04-04, Aa and Hunze,1680, Drenthe,1,Saturday,4,4
2020-04-04, Schouwen-Duiveland,1676, Zeeland,8,Saturday,4,4
2020-04-04, Roosendaal,1674, North Brabant,15,Saturday,4,4
2020-04-04, Roerdalen,1669, Limburg,18,Saturday,4,4
2020-04-04, Reusel-De Mierden,1667, North Brabant,7,Saturday,4,4
2020-04-04, Laarbeek, 165 9, North Brabant,27,Saturday,4,4
2020-04-04, Heeze-Leende,1658, North Brabant,7,Saturday,4,4
2020-04-04, Halderberge,1655, North Brabant,9,Saturday,4,4
2020-04-04, Borger-Odoorn,1681, Drenthe,2,Saturday,4,4
2020-04-04, Gemert-Bakel,1652, North Brabant,61,Saturday,4,4
2020-04-04, Leudal,1640, Limburg,41,Saturday,4,4
2020-04-04, Lansingerland,1621, South Holland,20,Saturday,4,4
2020-04-04, Koggenland,1598, North Holland,6,Saturday,4,4
2020-04-04, Oost Gelre,1586, Gelderland,3,Saturday,4,4
2020-04-04, Utrechtse Heuvelrug,1581, Utrecht,15,Saturday,4,4
2020-04-04, Teylingen,1525, South Holland,10,Saturday,4,4
2020-04-04, Oude IJsselstreek,1509, Gelderland,4,Saturday,4,4
2020-04-04, Horst aan de Maas,1507, Limburg,34,Saturday,4,4
2020-04-04, Maasgouw,1641, Limburg,16,Saturday,4,4
2020-04-04, Overbetuwe,1734, Gelderland,43,Saturday,4,4
2020-04-04, Cuijk,1684, North Brabant,6,Saturday,4,4
2020-04-04, De Wolden,1690, Drenthe,2,Saturday,4,4
2020-04-04, Tynaarlo,1730, Drenthe,7,Saturday,4,4
2020-04-04, Gulpen-Wittem,1729, Limburg,10,Saturday,4,4
2020-04-04, Bladel,1728, North Brabant,12,Saturday,4,4
2020-04-04, Bergeijk,1724, North Brabant,9,Saturday,4,4
2020-04-04, Alphen-Chaam,1723, North Brabant,11,Saturday,4,4
2020-04-04, Bernheze,1721, North Brabant,69,Saturday,4,4
2020-04-04, Drimmelen,1719, North Brabant,14,Saturday,4,4
2020-04-04, Sluis,1714, Zeeland,4,Saturday,4,4
2020-04-04, Landerd,1685, North Brabant,23,Saturday,4,4
2020-04-04, Echt-Susteren,1711, Limburg,23,Saturday,4,4
2020-04-04, Steenwijkerland,1708, Overijssel,8,Saturday,4,4
2020-04-04, Cranendonck,1706, North Brabant,44,Saturday,4,4
2020-04-04, Lingewaard,1705, Gelderland,19,Saturday,4,4
2020-04-04, Sint Anthonis,1702, Noord-Brabant,15,Saturday,4,4
2020-04-04, Westerveld,1701, Drenthe,3,Saturday,4,4
2020-04-04, Twenterand,1700, Overijssel,7,Saturday,4,4
2020-04-04, Noordenveld,1699, Drenthe,1,Saturday,4,4
2020-04-04, Wijdemeren,1696, North Holland,5,Saturday,4,4
2020-04-04, Moerdijk,1709, North Brabant,7,Saturday,4,4
2020-04-04, Voorschoten,626, South Holland,7,Saturday,4,4
2020-04-04, Lopik,331, Utrecht,12,Saturday,4,4
2020-04-04, Westvoorne,614, South Holland,5,Saturday,4,4
2020-04-04, Maasdriel,263, Gelderland,11,Saturday,4,4
2020-04-04, Lochem,262, Gelderland,5,Saturday,4,4
2020-04-04, Heumen,252, Gelderland,12,Saturday,4,4
2020-04-04, Heerde,246, Gelderland,20,Saturday,4,4
2020-04-04, Hattem,244, Gelderland,6,Saturday,4,4
2020-04-04, Harderwijk,243, Gelderland,8,Saturday,4,4
2020-04-04, Ermelo,233, Gelderland,12,Saturday,4,4
2020-04-04, Epe,232, Gelderland,11,Saturday,4,4
2020-04-04, Elburg,230, Gelderland,4,Saturday,4,4
2020-04-04, Ede,228, Gelderland,34,Saturday,4,4
2020-04-04, Duiven,226, Gelderland,5,Saturday,4,4
2020-04-04, Druten,225, Gelderland,16,Saturday,4,4
2020-04-04, Doetinchem,222, Gelderland,6,Saturday,4,4
2020-04-04, Doesburg,221, Gelderland,3,Saturday,4,4
2020-04-04, Culemborg,216, Gelderland,18,Saturday,4,4
2020-04-04, Buren,214, Gelderland,6,Saturday,4,4
2020-04-04, Brummen,213, Gelderland,6,Saturday,4,4
2020-04-04, Nijkerk,267, Gelderland,17,Saturday,4,4
2020-04-04, Nijmegen,268, Gelderland,88,Saturday,4,4
2020-04-04, Oldebroek,269, Gelderland,9,Saturday,4,4
2020-04-04, Putten,273, Gelderland,1,Saturday,4,4
2020-04-04, Bunnik,312, Utrecht,5,Saturday,4,4
2020-04-04, De Bilt,310, Utrecht,16,Saturday,4,4
2020-04-04, Baarn,308, Utrecht,7,Saturday,4,4
2020-04-04, Amersfoort,307, Utrecht,34,Saturday,4,4
2020-04-04, Dronten,303, Flevoland,15,Saturday,4,4
2020-04-04, Nunspeet,302, Gelderland,19,Saturday,4,4
2020-04-04, Zutphen,301, Gelderland,10,Saturday,4,4
2020-04-04, Zevenaar,299, Gelderland,24,Saturday,4,4
2020-04-04, Beuningen,209, Gelderland,15,Saturday,4,4
2020-04-04, Zaltbommel,297, Gelderland,10,Saturday,4,4
2020-04-04, Winterswijk,294, Gelderland,1,Saturday,4,4
2020-04-04, Westervoort,293, Gelderland,4,Saturday,4,4
2020-04-04, Wageningen,289, Gelderland,8,Saturday,4,4
2020-04-04, Voorst,285, Gelderland,7,Saturday,4,4
2020-04-04, Tiel,281, Gelderland,24,Saturday,4,4
2020-04-04, Rozendaal,277, Gelderland,1,Saturday,4,4
2020-04-04, Rheden,275, Gelderland,28,Saturday,4,4
2020-04-04, Renkum,274, Gelderland,11,Saturday,4,4
2020-04-04, Wijchen,296, Gelderland,33,Saturday,4,4
2020-04-04, Barneveld,203, Gelderland,9,Saturday,4,4
2020-04-04, Arnhem,202, Gelderland,39,Saturday,4,4
2020-04-04, Apeldoorn,200, Gelderland,26,Saturday,4,4
2020-04-04, Hoogeveen,118, Drenthe,7,Saturday,4,4
2020-04-04, Emmen,114, Drenthe,9,Saturday,4,4
2020-04-04, Coevorden,109, Drenthe,7,Saturday,4,4
2020-04-04, Assen,106, Drenthe,7,Saturday,4,4
2020-04-04, Weststellingwerf,98, Friesland,2,Saturday,4,4
2020-04-04, Smallingerland,90, Friesland,5,Saturday,4,4
2020-04-04, Opsterland,86, Friesland,5,Saturday,4,4
2020-04-04, Ooststellingwerf,85, Friesland,1,Saturday,4,4
2020-04-04, Meppel,119, Drenthe,4,Saturday,4,4
2020-04-04, Leeuwarden,80, Friesland,25,Saturday,4,4
2020-04-04, Harlingen,72, Friesland,2,Saturday,4,4
2020-04-04, Zeewolde,50, Flevoland,5,Saturday,4,4
2020-04-04, Veendam,47, Groningen,1,Saturday,4,4
2020-04-04, Almere,34, Flevoland,72,Saturday,4,4
2020-04-04, Groningen,14, Groningen,13,Saturday,4,4
2020-04-04, Delfzijl,10, Groningen,4,Saturday,4,4
2020-04-04, Appingedam,3, Groningen,2,Saturday,4,4
2020-04-04, Noardeast-Fryslân,1970, Friesland,4,Saturday,4,4
2020-04-04, Heerenveen,74, Friesland,9,Saturday,4,4
2020-04-04, Bunschoten,313, Utrecht,2,Saturday,4,4
2020-04-04, Almelo,141, Overijssel,13,Saturday,4,4
2020-04-04, Dalfsen,148, Overijssel,10,Saturday,4,4
2020-04-04, Aalten,197, Gelderland,1,Saturday,4,4
2020-04-04, Zwolle,193, Overijssel,35,Saturday,4,4
2020-04-04, Wierden,189, Overijssel,2,Saturday,4,4
2020-04-04, Urk,184, Flevoland,14,Saturday,4,4
2020-04-04, Tubbergen,183, Overijssel,9,Saturday,4,4
2020-04-04, Staphorst,180, Overijssel,4,Saturday,4,4
2020-04-04, Raalte,177, Overijssel,18,Saturday,4,4
2020-04-04, Ommen,175, Overijssel,6,Saturday,4,4
2020-04-04, Borne,147, Overijssel,13,Saturday,4,4
2020-04-04, Oldenzaal,173, Overijssel,10,Saturday,4,4
2020-04-04, Losser,168, Overijssel,6,Saturday,4,4
2020-04-04, Kampen,166, Overijssel,39,Saturday,4,4
2020-04-04, Hengelo,164, Overijssel,10,Saturday,4,4
2020-04-04, Hellendoorn,163, Overijssel,6,Saturday,4,4
2020-04-04, Hardenberg,160, Overijssel,10,Saturday,4,4
2020-04-04, Haaksbergen,158, Overijssel,9,Saturday,4,4
2020-04-04, Enschede,153, Overijssel,34,Saturday,4,4
2020-04-04, Deventer,150, Overijssel,26,Saturday,4,4
2020-04-04, Noordoostpolder,171, Flevoland,8,Saturday,4,4
2020-04-04, Vlaardingen,622, South Holland,18,Saturday,4,4
2020-04-04, Eemnes,317, Utrecht,1,Saturday,4,4
2020-04-04, Leusden,327, Utrecht,5,Saturday,4,4
2020-04-04, The Hague,518, South Holland,121,Saturday,4,4
2020-04-04, Gouda,513, South Holland,21,Saturday,4,4
2020-04-04, Gorinchem,512, South Holland,10,Saturday,4,4
2020-04-04, Dordrecht,505, South Holland,45,Saturday,4,4
2020-04-04, Delft,503, South Holland,25,Saturday,4,4
2020-04-04, Capelle aan den IJssel,502, South Holland,23,Saturday,4,4
2020-04-04, Brielle,501, South Holland,7,Saturday,4,4
2020-04-04, Drechterland,498, North Holland,1,Saturday,4,4
2020-04-04, Barendrecht,489, South Holland,21,Saturday,4,4
2020-04-04, Alphen aan den Rijn,484, South Holland,37,Saturday,4,4
2020-04-04, Alblasserdam,482, South Holland,5,Saturday,4,4
2020-04-04, Zaanstad,479, North Holland,70,Saturday,4,4
2020-04-04, Zandvoort,473, North Holland,7,Saturday,4,4
2020-04-04, Weesp,457, North Holland,5,Saturday,4,4
2020-04-04, Velsen,453, North Holland,17,Saturday,4,4
2020-04-04, Uithoorn,451, North Holland,9,Saturday,4,4
2020-04-04, Uitgeest,450, North Holland,3,Saturday,4,4
2020-04-04, Hardinxveld-Giessendam,523, South Holland,1,Saturday,4,4
2020-04-04, Hellevoetsluis,530, South Holland,7,Saturday,4,4
2020-04-04, Hendrik-Ido-Ambacht,531, South Holland,3,Saturday,4,4
2020-04-04, Stede Broec,532, North Holland,13,Saturday,4,4
2020-04-04, Albrandswaard,613, South Holland,5,Saturday,4,4
2020-04-04, Sliedrecht,610, South Holland,3,Saturday,4,4
2020-04-04, Schiedam,606, South Holland,23,Saturday,4,4
2020-04-04, Rijswijk,603, South Holland,14,Saturday,4,4
2020-04-04, Rotterdam,599, South Holland,172,Saturday,4,4
2020-04-04, Ridderkerk,597, South Holland,24,Saturday,4,4
2020-04-04, Papendrecht,590, South Holland,3,Saturday,4,4
2020-04-04, Oudewater,589, Utrecht,16,Saturday,4,4
2020-04-04, Texel,448, North Holland,2,Saturday,4,4
2020-04-04, Oegstgeest,579, South Holland,5,Saturday,4,4
2020-04-04, Nieuwkoop,569, South Holland,6,Saturday,4,4
2020-04-04, Maassluis,556, South Holland,10,Saturday,4,4
2020-04-04, Lisse,553, South Holland,4,Saturday,4,4
2020-04-04, Leiderdorp,547, South Holland,6,Saturday,4,4
2020-04-04, Leiden,546, South Holland,19,Saturday,4,4
2020-04-04, Krimpen aan den IJssel,542, South Holland,4,Saturday,4,4
2020-04-04, Katwijk,537, South Holland,12,Saturday,4,4
2020-04-04, Hillegom,534, South Holland,5,Saturday,4,4
2020-04-04, Noordwijk,575, South Holland,9,Saturday,4,4
2020-04-04, Schagen,441, North Holland,12,Saturday,4,4
2020-04-04, Purmerend,439, North Holland,47,Saturday,4,4
2020-04-04, Ouder-Amstel,437, North Holland,4,Saturday,4,4
2020-04-04, Beverwijk,375, North Holland,9,Saturday,4,4
2020-04-04, Bergen (NH.),373, North Holland,11,Saturday,4,4
2020-04-04, Beemster,370, North Holland,4,Saturday,4,4
2020-04-04, Amsterdam,363, North Holland,306,Saturday,4,4
2020-04-04, Amstelveen,362, North Holland,37,Saturday,4,4
2020-04-04, Alkmaar,361, North Holland,33,Saturday,4,4
2020-04-04, Aalsmeer,358, North Holland,7,Saturday,4,4
2020-04-04, Nieuwegein,356, Utrecht,21,Saturday,4,4
2020-04-04, Blaricum,376, North Holland,5,Saturday,4,4
2020-04-04, Zeist,355, Utrecht,20,Saturday,4,4
2020-04-04, Wijk bij Duurstede,352, Utrecht,7,Saturday,4,4
2020-04-04, Woudenberg,351, Utrecht,5,Saturday,4,4
2020-04-04, Veenendaal,345, Utrecht,9,Saturday,4,4
2020-04-04, Utrecht,344, Utrecht,111,Saturday,4,4
2020-04-04, Soest,342, Utrecht,14,Saturday,4,4
2020-04-04, Rhenen,340, Utrecht,3,Saturday,4,4
2020-04-04, Renswoude,339, Utrecht,3,Saturday,4,4
2020-04-04, Montfoort,335, Utrecht,11,Saturday,4,4
2020-04-04, IJsselstein,353, Utrecht,23,Saturday,4,4
2020-04-04, Houten,321, Utrecht,13,Saturday,4,4
2020-04-04, Bloemendaal,377, North Holland,4,Saturday,4,4
2020-04-04, Diemen,384, North Holland,4,Saturday,4,4
2020-04-04, Opmeer,432, North Holland,1,Saturday,4,4
2020-04-04, Oostzaan,431, North Holland,5,Saturday,4,4
2020-04-04, Medemblik,420, North Holland,10,Saturday,4,4
2020-04-04, Laren,417, North Holland,7,Saturday,4,4
2020-04-04, Langedijk,416, North Holland,11,Saturday,4,4
2020-04-04, Landsmeer,415, North Holland,3,Saturday,4,4
2020-04-04, Huizen,406, North Holland,13,Saturday,4,4
2020-04-04, Hoorn,405, North Holland,18,Saturday,4,4
2020-04-04, Castricum,383, North Holland,12,Saturday,4,4
2020-04-04, Hilversum,402, North Holland,17,Saturday,4,4
2020-04-04, Heiloo,399, North Holland,7,Saturday,4,4
2020-04-04, Heerhugowaard,398, North Holland,22,Saturday,4,4
2020-04-04, Heemstede,397, North Holland,8,Saturday,4,4
2020-04-04, Heemskerk,396, North Holland,18,Saturday,4,4
2020-04-04, Haarlemmermeer,394, North Holland,39,Saturday,4,4
2020-04-04, Haarlem,392, North Holland,34,Saturday,4,4
2020-04-04, Enkhuizen,388, North Holland,14,Saturday,4,4
2020-04-04, Edam-Volendam,385, North Holland,14,Saturday,4,4
2020-04-04, Den Helder,400, North Holland,7,Saturday,4,4
2020-04-04, Molenlanden,1978, South Holland,14,Saturday,4,4
